user_id,first_name,last_name,gender,birthday,country,preferred_tour_type,budget
138,Петр,Беляев,м,1995-11-13,Россия,Экскурсионный,970000
139,Силантий,Блинов,ж,1998-05-12,Беларусь,Активный,950000
140,Моисей,Блинова,м,2002-12-05,Беларусь,Пляжный,280000
141,Ефим,Рогов,м,1950-11-21,Россия,Активный,800000
142,Данила,Исаков,ж,1954-02-26,Россия,Семейный,870000
143,Юлиан,Морозов,ж,1965-01-04,Беларусь,Экскурсионный,970000
144,Всеслав,Ефимова,ж,1991-10-16,Беларусь,Семейный,550000
145,Акулина,Брагина,ж,1975-10-31,Беларусь,Экскурсионный,20000
146,Клавдия,Дроздов,м,1986-12-09,Беларусь,Экскурсионный,600000
147,Никифор,Стрелкова,ж,1955-02-22,Россия,Семейный,450000
148,Елисей,Лебедев,м,1953-05-25,Россия,Активный,170000
149,Каллистрат,Гусева,ж,1951-08-03,Беларусь,Пляжный,120000
150,Борислав,Исаева,м,1966-11-01,Россия,Активный,540000
151,Яков,Никифоров,ж,2007-08-14,Россия,Пляжный,430000
152,Артем,Носов,м,1978-11-30,Беларусь,Семейный,140000
153,Лаврентий,Дмитриева,ж,1994-04-22,Беларусь,Экскурсионный,570000
154,Иван,Потапов,ж,1971-06-27,Россия,Пляжный,710000
155,Валерий,Виноградова,м,2002-06-29,Беларусь,Семейный,980000
156,Наркис,Мясников,м,1951-03-21,Беларусь,Экскурсионный,140000
157,Майя,Ларионова,ж,1945-11-23,Россия,Активный,610000
158,Мирон,Зиновьев,ж,1972-05-05,Россия,Семейный,850000
159,Ипатий,Владимиров,м,1970-10-25,Россия,Экскурсионный,720000
160,Ираклий,Носков,м,1970-08-21,Россия,Активный,90000
161,Иннокентий,Белова,ж,1980-03-13,Беларусь,Экскурсионный,980000
162,Виктор,Горбачев,м,1963-11-02,Россия,Экскурсионный,50000
163,Зоя,Ларионов,м,1973-06-29,Беларусь,Экскурсионный,290000
164,Александра,Фадеева,ж,1988-03-23,Россия,Активный,640000
165,Филимон,Дмитриева,м,2010-01-22,Россия,Пляжный,600000
166,Эмиль,Казаков,м,1985-10-27,Беларусь,Экскурсионный,850000
167,Ратмир,Доронина,м,1971-09-30,Россия,Семейный,870000
168,Твердислав,Анисимов,м,1982-06-18,Россия,Семейный,400000
169,Анатолий,Федосеев,м,1964-11-14,Беларусь,Экскурсионный,660000
170,Агап,Анисимов,ж,2010-01-27,Россия,Пляжный,990000
171,Севастьян,Муравьев,ж,1949-02-10,Россия,Семейный,120000
172,Майя,Потапов,ж,1951-11-26,Россия,Семейный,410000
173,Рубен,Русаков,м,2004-05-24,Беларусь,Активный,780000
174,Макар,Новиков,ж,1992-11-15,Россия,Активный,680000
175,Ким,Семенов,ж,1993-11-27,Россия,Экскурсионный,310000
176,Эммануил,Носов,м,1974-10-08,Беларусь,Экскурсионный,30000
177,Серафим,Копылов,м,1992-01-16,Россия,Активный,540000
178,Гостомысл,Ефремова,ж,1947-10-16,Беларусь,Экскурсионный,910000
179,Мечислав,Медведева,ж,1971-12-22,Россия,Семейный,130000
180,Никон,Шестакова,ж,1990-03-25,Беларусь,Активный,520000
181,Евлампий,Шарапов,ж,1960-01-31,Беларусь,Пляжный,610000
182,Тимофей,Моисеева,м,2008-01-17,Россия,Экскурсионный,860000
183,Агап,Капустина,м,1981-07-09,Беларусь,Экскурсионный,600000
184,Фортунат,Пестов,ж,1998-09-05,Россия,Пляжный,430000
185,Селиван,Филатова,ж,2005-01-03,Беларусь,Семейный,880000
186,Никандр,Сазонова,м,1977-02-09,Россия,Пляжный,860000
187,Любовь,Андреев,ж,1998-07-05,Беларусь,Активный,810000
188,Виктория,Гусева,м,1972-11-14,Россия,Пляжный,10000
189,Василий,Морозова,ж,1985-04-11,Беларусь,Пляжный,750000
190,Валерий,Ширяев,м,1984-03-09,Россия,Семейный,430000
191,Иванна,Куликов,м,2006-07-19,Россия,Семейный,500000
192,Ферапонт,Ефремова,ж,2011-01-18,Беларусь,Пляжный,640000
193,Юлиан,Воробьева,м,1959-09-09,Беларусь,Активный,990000
194,Майя,Горбачев,м,1954-08-10,Россия,Пляжный,500000
195,Эмиль,Морозова,ж,2007-09-26,Россия,Экскурсионный,920000
196,Иннокентий,Никонов,м,1998-11-01,Беларусь,Активный,460000
197,Порфирий,Костина,ж,1977-06-05,Россия,Экскурсионный,350000
198,Марина,Селезнев,ж,1949-06-26,Беларусь,Экскурсионный,740000
199,Лука,Ермаков,м,1949-08-12,Россия,Семейный,270000
200,Орест,Носов,ж,1954-11-30,Россия,Активный,320000
201,Арефий,Егорова,м,1979-04-15,Россия,Пляжный,940000
202,Ким,Макарова,м,1989-09-12,Россия,Активный,600000
203,Эмиль,Муравьева,ж,1982-01-02,Беларусь,Экскурсионный,440000
204,Семен,Евсеев,м,1996-02-26,Россия,Пляжный,550000
205,Мефодий,Сорокин,м,2001-10-08,Беларусь,Пляжный,760000
206,Сократ,Зыков,м,1980-12-16,Россия,Активный,410000
207,Тарас,Баранова,м,1964-08-06,Беларусь,Экскурсионный,800000
208,Флорентин,Денисова,ж,1964-01-09,Россия,Экскурсионный,380000
209,Григорий,Беспалова,ж,1973-01-29,Беларусь,Активный,340000
210,Афанасий,Ильин,ж,2008-04-12,Россия,Пляжный,500000
211,Никодим,Шашков,ж,1965-12-31,Беларусь,Активный,900000
212,Лидия,Шубина,ж,1981-01-21,Россия,Пляжный,540000
213,Валерьян,Киселева,ж,1956-11-05,Россия,Экскурсионный,30000
214,Парфен,Гуляев,ж,1964-09-04,Беларусь,Пляжный,360000
215,Роман,Туров,ж,2007-09-12,Беларусь,Пляжный,410000
216,Ангелина,Рыбакова,м,1969-11-26,Беларусь,Активный,120000
217,Вероника,Калашникова,м,1951-02-07,Россия,Активный,50000
218,Трифон,Лобанова,м,1997-03-07,Россия,Активный,410000
219,Владилен,Степанова,м,1958-03-11,Беларусь,Пляжный,530000
220,Филипп,Кабанов,м,1976-10-08,Беларусь,Экскурсионный,680000
221,Пантелеймон,Иванова,м,2004-03-08,Россия,Экскурсионный,460000
222,Сергей,Дроздова,ж,1991-08-11,Беларусь,Активный,720000
223,Остап,Пестов,м,1970-03-22,Россия,Пляжный,590000
224,Остромир,Бобылев,м,1996-04-28,Беларусь,Экскурсионный,540000
225,Константин,Давыдова,м,1956-03-26,Беларусь,Пляжный,200000
226,Святослав,Щербаков,ж,1973-10-10,Россия,Активный,430000
227,Жанна,Яковлев,ж,1965-01-24,Беларусь,Экскурсионный,140000
228,Игнатий,Авдеева,м,1951-01-14,Беларусь,Экскурсионный,460000
229,Зиновий,Макарова,ж,1962-10-20,Беларусь,Экскурсионный,180000
230,Моисей,Лыткин,ж,2006-07-17,Беларусь,Семейный,320000
231,Ефрем,Кузьмин,м,1955-11-14,Россия,Экскурсионный,380000
232,Константин,Беспалов,м,2001-08-17,Россия,Экскурсионный,730000
233,Глафира,Ермакова,ж,1986-04-21,Россия,Семейный,380000
234,Артемий,Туров,м,1951-04-12,Беларусь,Экскурсионный,510000
235,Илья,Александрова,м,1997-08-12,Россия,Активный,750000
236,Святослав,Федосеев,ж,1983-08-12,Беларусь,Семейный,750000
237,Наина,Николаева,ж,1948-06-17,Россия,Семейный,870000
238,Милен,Одинцова,м,1969-05-19,Россия,Пляжный,30000
239,Гурий,Иванова,м,1993-03-28,Россия,Семейный,280000
240,Аникита,Горбачев,м,2005-05-25,Беларусь,Пляжный,310000
241,Петр,Никитин,м,2001-11-17,Беларусь,Семейный,150000
242,Радислав,Меркушев,ж,1963-08-25,Беларусь,Активный,520000
243,Татьяна,Моисеев,ж,1954-03-12,Россия,Семейный,650000
244,Еремей,Кириллов,м,1969-06-25,Россия,Экскурсионный,220000
245,Милован,Лапина,м,1956-08-30,Беларусь,Семейный,170000
246,Флорентин,Колобова,ж,2009-12-22,Россия,Экскурсионный,370000
247,Аристарх,Родионов,м,1993-11-11,Беларусь,Семейный,780000
248,Данила,Гордеев,м,1986-08-28,Россия,Пляжный,540000
249,Лев,Лобанов,м,1959-05-04,Беларусь,Экскурсионный,140000
250,Людмила,Бобров,ж,1951-12-29,Россия,Экскурсионный,490000
251,Пимен,Третьякова,м,1998-10-23,Беларусь,Экскурсионный,70000
252,Юрий,Шаров,ж,2002-07-06,Россия,Экскурсионный,760000
253,Ферапонт,Ефимова,м,1993-04-20,Россия,Экскурсионный,960000
254,Юлиан,Матвеев,м,1993-09-15,Россия,Экскурсионный,590000
255,Парфен,Исаев,м,1963-03-11,Беларусь,Пляжный,420000
256,Амос,Данилов,м,1955-04-17,Россия,Семейный,380000
257,Владислав,Макарова,м,1969-06-24,Россия,Пляжный,560000
258,Данила,Кузнецов,ж,1946-10-01,Беларусь,Семейный,900000
259,Тит,Абрамова,ж,1971-05-17,Россия,Семейный,920000
260,Александра,Мельникова,ж,1949-12-03,Россия,Пляжный,540000
261,Владилен,Киселева,м,1969-01-11,Россия,Семейный,490000
262,Василиса,Дмитриев,м,1952-10-15,Беларусь,Пляжный,320000
263,Герасим,Белоусова,м,1965-12-05,Беларусь,Активный,620000
264,Варвара,Капустина,м,1992-06-10,Беларусь,Экскурсионный,230000
265,Пелагея,Селиверстов,м,1971-01-24,Беларусь,Активный,350000
266,Анастасия,Гущин,ж,1962-06-23,Беларусь,Экскурсионный,290000
267,Глеб,Фомичева,м,1977-09-30,Беларусь,Семейный,920000
268,Ермил,Зайцев,ж,1954-01-18,Россия,Экскурсионный,950000
269,Епифан,Ширяева,м,1992-11-30,Россия,Семейный,830000
270,Антонин,Пономарева,ж,1992-03-21,Россия,Пляжный,430000
271,Ярополк,Рогов,м,2007-03-14,Беларусь,Активный,920000
272,Сильвестр,Артемьева,ж,1984-11-08,Россия,Пляжный,280000
273,Никон,Авдеев,м,1993-08-23,Беларусь,Семейный,880000
274,Алексей,Николаева,ж,1996-02-11,Беларусь,Семейный,100000
275,Владилен,Лыткин,м,1964-11-07,Россия,Пляжный,60000
276,Евдокия,Максимов,ж,1980-12-03,Беларусь,Семейный,200000
277,Максим,Абрамова,м,1987-05-30,Россия,Пляжный,390000
278,Август,Фадеева,м,1989-04-15,Беларусь,Активный,550000
279,Бронислав,Чернов,м,1946-06-14,Беларусь,Активный,350000
280,Мирон,Казаков,м,1954-05-06,Беларусь,Активный,760000
281,Максимильян,Горбачева,ж,1947-07-09,Беларусь,Активный,500000
282,Бронислав,Виноградова,ж,1986-01-21,Россия,Экскурсионный,40000
283,Гаврила,Игнатов,ж,2005-02-18,Россия,Активный,300000
284,Любовь,Лукина,м,1986-09-23,Россия,Семейный,670000
285,Фотий,Зуев,м,2003-08-01,Беларусь,Пляжный,890000
286,Парфен,Воронцова,ж,1969-01-25,Беларусь,Активный,990000
287,Варвара,Николаева,ж,1985-04-14,Беларусь,Экскурсионный,640000
288,Мария,Ефремов,м,1983-10-25,Россия,Пляжный,880000
289,Агафон,Иванова,ж,1963-02-25,Беларусь,Активный,540000
290,Исай,Михеев,ж,1964-03-06,Беларусь,Экскурсионный,370000
291,Дарья,Кулагина,ж,1959-03-22,Беларусь,Экскурсионный,530000
292,Денис,Гущин,м,1998-06-26,Беларусь,Активный,800000
293,Светозар,Захаров,ж,1949-04-09,Россия,Семейный,910000
294,Осип,Петров,м,1993-08-27,Беларусь,Пляжный,670000
295,Пахом,Соболев,м,1972-11-24,Россия,Пляжный,790000
296,Кирилл,Орлов,ж,1958-09-23,Беларусь,Активный,520000
297,Моисей,Харитонов,м,1999-01-29,Беларусь,Пляжный,950000
298,Алевтина,Мамонтова,ж,1974-10-30,Россия,Экскурсионный,460000
299,Иван,Ширяев,ж,1966-05-22,Беларусь,Пляжный,730000
300,Мариан,Самсонова,ж,1946-11-15,Беларусь,Семейный,180000
301,Татьяна,Белоусова,ж,1980-09-29,Беларусь,Активный,600000
302,Станимир,Макарова,ж,1997-12-06,Россия,Активный,630000
303,Лонгин,Суханов,ж,2000-06-26,Беларусь,Активный,320000
304,Сократ,Михеев,м,1996-01-26,Россия,Семейный,90000
305,Никандр,Королева,м,1975-01-09,Беларусь,Пляжный,530000
306,Аристарх,Беспалов,м,1985-02-24,Россия,Активный,280000
307,Раиса,Сергеев,м,1981-06-03,Россия,Семейный,590000
308,Владимир,Капустина,м,1954-12-12,Беларусь,Экскурсионный,870000
309,Анисим,Егорова,м,1959-05-19,Россия,Семейный,700000
310,Кондрат,Сергеев,м,1965-06-26,Россия,Экскурсионный,470000
311,Трофим,Емельянов,ж,2007-05-17,Беларусь,Пляжный,990000
312,Никон,Беляков,ж,2002-02-27,Беларусь,Семейный,750000
313,Кир,Захаров,м,1957-05-14,Беларусь,Экскурсионный,150000
314,Анисим,Рожков,м,2003-04-02,Беларусь,Активный,760000
315,Герман,Осипова,м,1982-09-16,Россия,Активный,340000
316,Фока,Осипова,м,1997-01-13,Беларусь,Экскурсионный,930000
317,Модест,Шашкова,ж,1954-11-05,Россия,Активный,520000
318,Потап,Коновалов,м,1980-04-27,Беларусь,Экскурсионный,430000
319,Галина,Ковалев,ж,1953-12-05,Беларусь,Семейный,910000
320,Артем,Виноградова,ж,1960-09-18,Россия,Активный,750000
321,Ангелина,Фомичева,м,1995-08-17,Беларусь,Активный,170000
322,Капитон,Игнатьева,ж,1987-04-20,Беларусь,Пляжный,520000
323,Андрон,Ситникова,ж,1999-08-04,Россия,Семейный,300000
324,Федосий,Шубина,ж,1967-08-06,Россия,Пляжный,300000
325,Мартьян,Шестакова,ж,1951-04-30,Беларусь,Активный,860000
326,Зинаида,Родионова,м,1977-11-01,Россия,Экскурсионный,950000
327,Эдуард,Дьячкова,ж,1972-04-26,Беларусь,Пляжный,60000
328,Юлий,Казаков,ж,1993-09-04,Россия,Экскурсионный,960000
329,Мирон,Щукина,м,1946-12-04,Беларусь,Семейный,550000
330,Виссарион,Брагина,м,1986-01-08,Россия,Пляжный,450000
331,Евстигней,Капустин,ж,1987-08-23,Беларусь,Семейный,470000
332,Иннокентий,Котова,ж,1966-05-10,Россия,Экскурсионный,430000
333,Всеслав,Лукин,м,1995-07-08,Россия,Пляжный,950000
334,Вениамин,Жданова,м,1965-09-08,Россия,Семейный,630000
335,Гремислав,Гусев,ж,1949-11-21,Россия,Семейный,430000
336,Любовь,Копылов,ж,1973-03-28,Беларусь,Экскурсионный,800000
337,Егор,Захаров,ж,1960-09-12,Россия,Активный,660000
338,Назар,Соколов,ж,1981-03-06,Россия,Семейный,460000
339,Автоном,Денисова,м,2007-10-01,Беларусь,Семейный,400000
340,Ферапонт,Терентьев,м,1982-06-05,Россия,Семейный,660000
341,Порфирий,Ширяев,ж,2004-06-27,Беларусь,Семейный,420000
342,Антип,Соболев,м,1994-06-19,Россия,Экскурсионный,750000
343,Дорофей,Кудряшова,м,1952-03-14,Беларусь,Пляжный,920000
344,Евгений,Мельников,ж,1959-03-23,Россия,Семейный,810000
345,Радован,Капустина,м,1962-01-25,Беларусь,Пляжный,230000
346,Аверьян,Комиссаров,ж,2003-06-18,Беларусь,Семейный,330000
347,Викентий,Белов,м,1979-07-08,Россия,Семейный,40000
348,Дмитрий,Крылов,ж,1952-06-22,Беларусь,Семейный,720000
349,Валерия,Цветкова,ж,1998-01-12,Россия,Экскурсионный,580000
350,Ладимир,Селиверстова,ж,1979-07-02,Россия,Семейный,500000
351,Модест,Марков,м,1971-06-10,Беларусь,Активный,750000
352,Степан,Иванов,ж,1954-02-18,Беларусь,Экскурсионный,560000
353,Марк,Белозеров,ж,1969-10-14,Беларусь,Экскурсионный,890000
354,Иннокентий,Алексеева,м,2007-09-21,Россия,Пляжный,460000
355,Ростислав,Лаврентьев,м,1958-01-18,Россия,Экскурсионный,480000
356,Леонид,Лапина,ж,1997-05-20,Беларусь,Семейный,780000
357,Еремей,Голубев,ж,1966-05-22,Россия,Экскурсионный,390000
358,Виктория,Никитина,ж,2009-11-21,Беларусь,Семейный,130000
359,Валентин,Селезнев,ж,1956-04-17,Россия,Семейный,510000
360,Аристарх,Кулагин,ж,1960-04-28,Россия,Активный,580000
361,Ия,Давыдова,м,1963-04-23,Россия,Пляжный,440000
362,Терентий,Мясников,ж,2009-12-28,Россия,Семейный,130000
363,Ангелина,Евсеев,м,1996-07-03,Беларусь,Активный,320000
364,Маргарита,Белоусов,ж,1977-08-14,Беларусь,Семейный,920000
365,Борислав,Носова,ж,1953-02-03,Беларусь,Активный,630000
366,Лонгин,Петров,м,1999-10-13,Россия,Активный,170000
367,Афанасий,Михайлов,ж,1958-11-24,Беларусь,Пляжный,500000
368,Бронислав,Тарасова,м,1961-11-19,Россия,Семейный,170000
369,Терентий,Исаев,м,1983-12-10,Беларусь,Активный,510000
370,Вадим,Ковалева,м,2008-01-05,Россия,Активный,750000
371,Геннадий,Филиппова,м,1982-10-20,Беларусь,Семейный,600000
372,Александра,Кондратьев,ж,1988-04-02,Беларусь,Семейный,800000
373,Сидор,Кабанова,м,1967-05-03,Россия,Активный,120000
374,Нинель,Смирнов,ж,1946-12-15,Россия,Экскурсионный,230000
375,Демьян,Лихачева,ж,1972-06-25,Беларусь,Пляжный,660000
376,Лев,Шашков,ж,1989-02-27,Беларусь,Экскурсионный,440000
377,Лаврентий,Петров,м,1953-09-19,Беларусь,Активный,20000
378,Синклитикия,Лыткина,ж,1982-03-24,Беларусь,Семейный,810000
379,Станимир,Горшков,ж,1965-06-28,Беларусь,Активный,680000
380,Светлана,Суворова,м,1957-06-21,Россия,Семейный,460000
381,Евгений,Богданова,ж,1959-07-27,Беларусь,Семейный,940000
382,Юлий,Наумов,ж,2008-01-10,Беларусь,Экскурсионный,190000
383,Нонна,Полякова,ж,1981-08-29,Беларусь,Пляжный,660000
384,Максим,Гурьева,м,1969-06-24,Беларусь,Семейный,490000
385,Мечислав,Гришина,ж,1968-01-01,Россия,Семейный,500000
386,Викторин,Дмитриева,м,1983-08-08,Россия,Экскурсионный,630000
387,Милий,Прохоров,ж,1973-10-24,Беларусь,Экскурсионный,970000
388,Аполлинарий,Аксенова,м,1957-10-26,Беларусь,Семейный,180000
